City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
477,Ivanivka,UA,74.01,clear sky,46.7208,34.553,Спорт Лото
479,Tautira,PF,74.95,few clouds,-17.7333,-149.15,Pension Oaoa
481,Anito,PH,82.13,overcast clouds,12.4497,125.2886,El Felix Cottages
483,Portel,BR,78.22,broken clouds,-1.9356,-50.8211,Kitnet do Marcos
490,Shingu,JP,87.12,overcast clouds,33.7333,135.9833,Shingu UI Hotel
492,Linguere,SN,85.01,scattered clouds,15.3953,-15.1193,AYO Casablanca
496,Maningrida,AU,79.18,clear sky,-12.0667,134.2667,Dhukurrdji Lodge
497,Sao Joao Da Barra,BR,70.75,overcast clouds,-21.6403,-41.0511,Pousada Porto De Canoas
498,Sola,VU,80.76,clear sky,-13.8833,167.55,Leumerus Bungalows
499,Houma,US,84.0,clear sky,29.5958,-90.7195,Courtyard by Marriott Houma
503,Atambua,ID,77.76,few clouds,-9.1061,124.8925,Kost Alfa Flat
504,Bardiyah,LY,77.63,clear sky,31.7561,25.0865,بورتو بردية
506,Vaitape,PF,76.77,broken clouds,-16.5167,-151.75,Conrad Bora Bora Nui
507,Hirara,JP,85.86,scattered clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
508,Nisia Floresta,BR,77.38,clear sky,-6.0911,-35.2086,Rancho Crepusculo
509,Sarakhs,IR,79.07,clear sky,36.5449,61.1577,مهمان سرای شرکت گاز
510,Hambantota,LK,77.5,overcast clouds,6.1241,81.1185,Bungalow 63
512,Monrovia,LR,75.61,overcast clouds,6.3005,-10.7969,Sunset Inn
513,Kathu,TH,82.22,overcast clouds,7.9178,98.3332,Novotel Phuket Resort
517,Manavalakurichi,IN,77.14,overcast clouds,8.1333,77.3,Jebinrio home
519,Marrakesh,MA,73.47,clear sky,31.6315,-8.0083,Les Jardins de La Koutoubia
520,Mana,GF,79.86,broken clouds,5.6592,-53.7767,LE SAMANA
521,Pasni,PK,80.73,overcast clouds,25.2631,63.471,Kashmiri Hotal
